기준일,브랜드,매장명,매출액_원,원본매출_만원
2026-08-04,폴바셋,롯데백화점 동탄점,0,0
2026-08-05,폴바셋,롯데백화점 동탄점,0,0
2026-08-06,폴바셋,롯데백화점 동탄점,4328,0.4328
2026-08-07,폴바셋,롯데백화점 동탄점,2000,0.2
2026-08-08,폴바셋,롯데백화점 동탄점,0,0
2026-08-09,폴바셋,롯데백화점 동탄점,8182,0.8182
2026-08-10,폴바셋,롯데백화점 동탄점,0,0
2026-08-11,폴바셋,롯데백화점 동탄점,0,0
2026-08-12,폴바셋,롯데백화점 동탄점,0,0
2026-08-13,폴바셋,롯데백화점 동탄점,14364,1.4364
2026-08-14,폴바셋,롯데백화점 동탄점,0,0
2026-08-15,폴바셋,롯데백화점 동탄점,12273,1.2273
2026-08-16,폴바셋,롯데백화점 동탄점,4091,0.4091
2026-08-17,폴바셋,롯데백화점 동탄점,2000,0.2
2026-08-18,폴바셋,롯데백화점 동탄점,2091,0.2091
2026-08-19,폴바셋,롯데백화점 동탄점,0,0
2026-08-20,폴바셋,롯데백화점 동탄점,4091,0.4091
2026-08-21,폴바셋,롯데백화점 동탄점,6182,0.6182
2026-08-22,폴바셋,롯데백화점 동탄점,0,0
2026-08-23,폴바셋,롯데백화점 동탄점,8182,0.8182
2026-08-24,폴바셋,롯데백화점 동탄점,0,0
2026-08-25,폴바셋,롯데백화점 동탄점,0,0
2026-08-26,폴바셋,롯데백화점 동탄점,0,0
2026-08-27,폴바셋,롯데백화점 동탄점,2000,0.2
2026-08-28,폴바셋,롯데백화점 동탄점,0,0
2026-08-29,폴바셋,롯데백화점 동탄점,0,0
2026-08-30,폴바셋,롯데백화점 동탄점,4091,0.4091
2026-08-31,폴바셋,롯데백화점 동탄점,2000,0.2
2026-08-01,폴바셋,롯데마트 양평점,4091,0.4091
2026-08-02,폴바셋,롯데마트 양평점,6182,0.6182
2026-08-03,폴바셋,롯데마트 양평점,10182,1.0182
2026-08-04,폴바셋,롯데마트 양평점,2864,0.2864
2026-08-05,폴바셋,롯데마트 양평점,0,0
2026-08-06,폴바셋,롯데마트 양평점,4864,0.4864
2026-08-07,폴바셋,롯데마트 양평점,2091,0.2091
2026-08-08,폴바셋,롯데마트 양평점,0,0
2026-08-09,폴바셋,롯데마트 양평점,0,0
2026-08-10,폴바셋,롯데마트 양평점,4091,0.4091
2026-08-11,폴바셋,롯데마트 양평점,6327,0.6327
2026-08-12,폴바셋,롯데마트 양평점,0,0
2026-08-13,폴바셋,롯데마트 양평점,4000,0.4
2026-08-14,폴바셋,롯데마트 양평점,4091,0.4091
2026-08-15,폴바셋,롯데마트 양평점,0,0
2026-08-16,폴바셋,롯데마트 양평점,0,0
2026-08-17,폴바셋,롯데마트 양평점,2727,0.2727
2026-08-18,폴바셋,롯데마트 양평점,4091,0.4091
2026-08-19,폴바셋,롯데마트 양평점,0,0
2026-08-20,폴바셋,롯데마트 양평점,4091,0.4091
2026-08-21,폴바셋,롯데마트 양평점,0,0
2026-08-22,폴바셋,롯데마트 양평점,0,0
2026-08-23,폴바셋,롯데마트 양평점,0,0
2026-08-24,폴바셋,롯데마트 양평점,6091,0.6091
2026-08-25,폴바셋,롯데마트 양평점,0,0
2026-08-26,폴바셋,롯데마트 양평점,0,0
2026-08-27,폴바셋,롯데마트 양평점,2000,0.2
2026-08-28,폴바셋,롯데마트 양평점,0,0
2026-08-29,폴바셋,롯데마트 양평점,6182,0.6182
2026-08-30,폴바셋,롯데마트 양평점,2091,0.2091
2026-08-31,폴바셋,롯데마트 양평점,2000,0.2
2026-08-01,폴바셋,신세계백화점 광주점,2000,0.2
2026-08-02,폴바셋,신세계백화점 광주점,8000,0.8
2026-08-03,폴바셋,신세계백화점 광주점,4091,0.4091
2026-08-04,폴바셋,신세계백화점 광주점,6091,0.6091
2026-08-05,폴바셋,신세계백화점 광주점,2091,0.2091
2026-08-06,폴바셋,신세계백화점 광주점,4000,0.4
2026-08-07,폴바셋,신세계백화점 광주점,0,0
2026-08-08,폴바셋,신세계백화점 광주점,0,0
2026-08-09,폴바셋,신세계백화점 광주점,4091,0.4091
2026-08-10,폴바셋,신세계백화점 광주점,2000,0.2
2026-08-11,폴바셋,신세계백화점 광주점,2091,0.2091
2026-08-12,폴바셋,신세계백화점 광주점,0,0
2026-08-13,폴바셋,신세계백화점 광주점,0,0
2026-08-14,폴바셋,신세계백화점 광주점,0,0
2026-08-15,폴바셋,신세계백화점 광주점,4091,0.4091
2026-08-16,폴바셋,신세계백화점 광주점,0,0
2026-08-17,폴바셋,신세계백화점 광주점,0,0
2026-08-18,폴바셋,신세계백화점 광주점,0,0
2026-08-19,폴바셋,신세계백화점 광주점,0,0
2026-08-20,폴바셋,신세계백화점 광주점,4091,0.4091
2026-08-21,폴바셋,신세계백화점 광주점,8182,0.8182
2026-08-22,폴바셋,신세계백화점 광주점,8273,0.8273
2026-08-23,폴바셋,신세계백화점 광주점,0,0
2026-08-24,폴바셋,신세계백화점 광주점,0,0
2026-08-25,폴바셋,신세계백화점 광주점,8273,0.8273
2026-08-26,폴바셋,신세계백화점 광주점,8091,0.8091
2026-08-27,폴바셋,신세계백화점 광주점,0,0
2026-08-28,폴바셋,신세계백화점 광주점,4091,0.4091
2026-08-29,폴바셋,신세계백화점 광주점,4091,0.4091
2026-08-30,폴바셋,신세계백화점 광주점,2000,0.2
2026-08-31,폴바셋,신세계백화점 광주점,4091,0.4091
2026-08-01,폴바셋,롯데마트 서초점,0,0
2026-08-02,폴바셋,롯데마트 서초점,2091,0.2091
2026-08-03,폴바셋,롯데마트 서초점,10273,1.0273
2026-08-04,폴바셋,롯데마트 서초점,2091,0.2091
2026-08-05,폴바셋,롯데마트 서초점,0,0
2026-08-06,폴바셋,롯데마트 서초점,4091,0.4091
2026-08-07,폴바셋,롯데마트 서초점,0,0
2026-08-08,폴바셋,롯데마트 서초점,0,0
2026-08-09,폴바셋,롯데마트 서초점,0,0
2026-08-10,폴바셋,롯데마트 서초점,0,0
2026-08-11,폴바셋,롯데마트 서초점,0,0
2026-08-12,폴바셋,롯데마트 서초점,0,0
2026-08-13,폴바셋,롯데마트 서초점,2000,0.2
2026-08-14,폴바셋,롯데마트 서초점,10273,1.0273
2026-08-15,폴바셋,롯데마트 서초점,0,0
2026-08-16,폴바셋,롯데마트 서초점,2000,0.2
2026-08-17,폴바셋,롯데마트 서초점,2000,0.2
2026-08-18,폴바셋,롯데마트 서초점,0,0
2026-08-19,폴바셋,롯데마트 서초점,0,0
2026-08-20,폴바셋,롯데마트 서초점,4091,0.4091
2026-08-21,폴바셋,롯데마트 서초점,0,0
2026-08-22,폴바셋,롯데마트 서초점,0,0
2026-08-23,폴바셋,롯데마트 서초점,2000,0.2
2026-08-24,폴바셋,롯데마트 서초점,0,0
2026-08-25,폴바셋,롯데마트 서초점,6182,0.6182
2026-08-26,폴바셋,롯데마트 서초점,0,0
2026-08-27,폴바셋,롯데마트 서초점,16455,1.6455
2026-08-28,폴바셋,롯데마트 서초점,0,0
2026-08-29,폴바셋,롯데마트 서초점,12273,1.2273
2026-08-30,폴바셋,롯데마트 서초점,14273,1.4273
2026-08-31,폴바셋,롯데마트 서초점,0,0
2026-08-01,폴바셋,롯데백화점 부산본점,4091,0.4091
2026-08-02,폴바셋,롯데백화점 부산본점,4091,0.4091
2026-08-03,폴바셋,롯데백화점 부산본점,4182,0.4182
2026-08-04,폴바셋,롯데백화점 부산본점,2000,0.2
2026-08-05,폴바셋,롯데백화점 부산본점,4000,0.4
2026-08-06,폴바셋,롯데백화점 부산본점,0,0
2026-08-07,폴바셋,롯데백화점 부산본점,0,0
2026-08-08,폴바셋,롯데백화점 부산본점,2091,0.2091
2026-08-09,폴바셋,롯데백화점 부산본점,2864,0.2864
2026-08-10,폴바셋,롯데백화점 부산본점,0,0
2026-08-11,폴바셋,롯데백화점 부산본점,6091,0.6091
2026-08-12,폴바셋,롯데백화점 부산본점,0,0
2026-08-13,폴바셋,롯데백화점 부산본점,4091,0.4091
2026-08-14,폴바셋,롯데백화점 부산본점,0,0
2026-08-15,폴바셋,롯데백화점 부산본점,8182,0.8182
2026-08-16,폴바셋,롯데백화점 부산본점,2000,0.2
2026-08-17,폴바셋,롯데백화점 부산본점,4091,0.4091
2026-08-18,폴바셋,롯데백화점 부산본점,8182,0.8182
2026-08-19,폴바셋,롯데백화점 부산본점,0,0
2026-08-20,폴바셋,롯데백화점 부산본점,0,0
2026-08-21,폴바셋,롯데백화점 부산본점,4000,0.4
2026-08-22,폴바셋,롯데백화점 부산본점,4091,0.4091
2026-08-23,폴바셋,롯데백화점 부산본점,14273,1.4273
2026-08-24,폴바셋,롯데백화점 부산본점,2000,0.2
2026-08-25,폴바셋,롯데백화점 부산본점,0,0
2026-08-26,폴바셋,롯데백화점 부산본점,8182,0.8182
2026-08-27,폴바셋,롯데백화점 부산본점,0,0
2026-08-28,폴바셋,롯데백화점 부산본점,6182,0.6182
2026-08-29,폴바셋,롯데백화점 부산본점,2000,0.2
2026-08-30,폴바셋,롯데백화점 부산본점,4091,0.4091
2026-08-31,폴바셋,롯데백화점 부산본점,2091,0.2091
2026-08-01,폴바셋,광화문 디타워점,8182,0.8182
2026-08-02,폴바셋,광화문 디타워점,0,0
2026-08-03,폴바셋,광화문 디타워점,0,0
2026-08-04,폴바셋,광화문 디타워점,12273,1.2273
2026-08-05,폴바셋,광화문 디타워점,2091,0.2091
2026-08-06,폴바셋,광화문 디타워점,8182,0.8182
2026-08-07,폴바셋,광화문 디타워점,0,0
2026-08-08,폴바셋,광화문 디타워점,0,0
2026-08-09,폴바셋,광화문 디타워점,0,0
2026-08-10,폴바셋,광화문 디타워점,1400,0.14
2026-08-11,폴바셋,광화문 디타워점,6182,0.6182
2026-08-12,폴바셋,광화문 디타워점,2000,0.2
2026-08-13,폴바셋,광화문 디타워점,8182,0.8182
2026-08-14,폴바셋,광화문 디타워점,0,0
2026-08-15,폴바셋,광화문 디타워점,2000,0.2
2026-08-16,폴바셋,광화문 디타워점,10273,1.0273
2026-08-17,폴바셋,광화문 디타워점,2000,0.2
2026-08-18,폴바셋,광화문 디타워점,8182,0.8182
2026-08-19,폴바셋,광화문 디타워점,4091,0.4091
2026-08-20,폴바셋,광화문 디타워점,4091,0.4091
2026-08-21,폴바셋,광화문 디타워점,2000,0.2
2026-08-22,폴바셋,광화문 디타워점,2864,0.2864
2026-08-23,폴바셋,광화문 디타워점,0,0
2026-08-24,폴바셋,광화문 디타워점,8182,0.8182
2026-08-25,폴바셋,광화문 디타워점,14164,1.4164
2026-08-26,폴바셋,광화문 디타워점,0,0
2026-08-27,폴바셋,광화문 디타워점,4091,0.4091
2026-08-28,폴바셋,광화문 디타워점,0,0
2026-08-29,폴바셋,광화문 디타워점,4091,0.4091
2026-08-30,폴바셋,광화문 디타워점,0,0
2026-08-31,폴바셋,광화문 디타워점,4091,0.4091
2026-08-01,폴바셋,스타필드 수원점,6182,0.6182
2026-08-02,폴바셋,스타필드 수원점,6182,0.6182
2026-08-03,폴바셋,스타필드 수원점,2000,0.2
2026-08-04,폴바셋,스타필드 수원점,8182,0.8182
2026-08-05,폴바셋,스타필드 수원점,4000,0.4
2026-08-06,폴바셋,스타필드 수원점,16001,1.6001
2026-08-07,폴바셋,스타필드 수원점,0,0
2026-08-08,폴바셋,스타필드 수원점,2091,0.2091
2026-08-09,폴바셋,스타필드 수원점,6182,0.6182
2026-08-10,폴바셋,스타필드 수원점,2091,0.2091
2026-08-11,폴바셋,스타필드 수원점,1464,0.1464
2026-08-12,폴바셋,스타필드 수원점,4000,0.4
2026-08-13,폴바셋,스타필드 수원점,0,0
2026-08-14,폴바셋,스타필드 수원점,2091,0.2091
2026-08-15,폴바셋,스타필드 수원점,4091,0.4091
2026-08-16,폴바셋,스타필드 수원점,12273,1.2273
2026-08-17,폴바셋,스타필드 수원점,2000,0.2
2026-08-18,폴바셋,스타필드 수원점,2091,0.2091
2026-08-19,폴바셋,스타필드 수원점,0,0
2026-08-20,폴바셋,스타필드 수원점,0,0
2026-08-21,폴바셋,스타필드 수원점,0,0
2026-08-22,폴바셋,스타필드 수원점,2091,0.2091
2026-08-23,폴바셋,스타필드 수원점,4091,0.4091
2026-08-24,폴바셋,스타필드 수원점,6091,0.6091
2026-08-25,폴바셋,스타필드 수원점,4091,0.4091
2026-08-26,폴바셋,스타필드 수원점,0,0
2026-08-27,폴바셋,스타필드 수원점,4091,0.4091
2026-08-28,폴바셋,스타필드 수원점,6182,0.6182
2026-08-29,폴바셋,스타필드 수원점,6182,0.6182
2026-08-30,폴바셋,스타필드 수원점,10182,1.0182
2026-08-31,폴바셋,스타필드 수원점,0,0
2026-08-01,폴바셋,신세계백화점 대구 1호점,20364,2.0364
2026-08-02,폴바셋,신세계백화점 대구 1호점,15137,1.5137
2026-08-03,폴바셋,신세계백화점 대구 1호점,2091,0.2091
2026-08-04,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-05,폴바셋,신세계백화점 대구 1호점,8182,0.8182
2026-08-06,폴바셋,신세계백화점 대구 1호점,8182,0.8182
2026-08-07,폴바셋,신세계백화점 대구 1호점,2864,0.2864
2026-08-08,폴바셋,신세계백화점 대구 1호점,13137,1.3137
2026-08-09,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-10,폴바셋,신세계백화점 대구 1호점,6182,0.6182
2026-08-11,폴바셋,신세계백화점 대구 1호점,2000,0.2
2026-08-12,폴바셋,신세계백화점 대구 1호점,6182,0.6182
2026-08-13,폴바셋,신세계백화점 대구 1호점,8182,0.8182
2026-08-14,폴바셋,신세계백화점 대구 1호점,6091,0.6091
2026-08-15,폴바셋,신세계백화점 대구 1호점,15137,1.5137
2026-08-16,폴바셋,신세계백화점 대구 1호점,14364,1.4364
2026-08-17,폴바셋,신세계백화점 대구 1호점,6091,0.6091
2026-08-18,폴바셋,신세계백화점 대구 1호점,4091,0.4091
2026-08-19,폴바셋,신세계백화점 대구 1호점,2000,0.2
2026-08-20,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-21,폴바셋,신세계백화점 대구 1호점,2000,0.2
2026-08-22,폴바셋,신세계백화점 대구 1호점,14273,1.4273
2026-08-23,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-24,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-25,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-26,폴바셋,신세계백화점 대구 1호점,4091,0.4091
2026-08-27,폴바셋,신세계백화점 대구 1호점,10182,1.0182
2026-08-28,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-29,폴바셋,신세계백화점 대구 1호점,2000,0.2
2026-08-30,폴바셋,신세계백화점 대구 1호점,6182,0.6182
2026-08-31,폴바셋,신세계백화점 대구 1호점,0,0
2026-08-01,폴바셋,대전엑스포 스카이점,12182,1.2182
2026-08-02,폴바셋,대전엑스포 스카이점,10273,1.0273
2026-08-03,폴바셋,대전엑스포 스카이점,6091,0.6091
2026-08-04,폴바셋,대전엑스포 스카이점,4091,0.4091
2026-08-05,폴바셋,대전엑스포 스카이점,2000,0.2
2026-08-06,폴바셋,대전엑스포 스카이점,0,0
2026-08-07,폴바셋,대전엑스포 스카이점,10273,1.0273
2026-08-08,폴바셋,대전엑스포 스카이점,2000,0.2
2026-08-09,폴바셋,대전엑스포 스카이점,4091,0.4091
2026-08-10,폴바셋,대전엑스포 스카이점,12273,1.2273
2026-08-11,폴바셋,대전엑스포 스카이점,0,0
2026-08-12,폴바셋,대전엑스포 스카이점,20000,2
2026-08-13,폴바셋,대전엑스포 스카이점,4091,0.4091
2026-08-14,폴바셋,대전엑스포 스카이점,2000,0.2
2026-08-15,폴바셋,대전엑스포 스카이점,2000,0.2
2026-08-16,폴바셋,대전엑스포 스카이점,4091,0.4091
2026-08-17,폴바셋,대전엑스포 스카이점,4182,0.4182
2026-08-18,폴바셋,대전엑스포 스카이점,10182,1.0182
2026-08-19,폴바셋,대전엑스포 스카이점,4091,0.4091
2026-08-20,폴바셋,대전엑스포 스카이점,0,0
2026-08-21,폴바셋,대전엑스포 스카이점,0,0
2026-08-22,폴바셋,대전엑스포 스카이점,4091,0.4091
2026-08-23,폴바셋,대전엑스포 스카이점,10273,1.0273
2026-08-24,폴바셋,대전엑스포 스카이점,8182,0.8182
2026-08-25,폴바셋,대전엑스포 스카이점,12682,1.2682
2026-08-26,폴바셋,대전엑스포 스카이점,0,0
2026-08-27,폴바셋,대전엑스포 스카이점,4000,0.4
2026-08-28,폴바셋,대전엑스포 스카이점,14455,1.4455
2026-08-29,폴바셋,대전엑스포 스카이점,2091,0.2091
2026-08-30,폴바셋,대전엑스포 스카이점,4091,0.4091
2026-08-31,폴바셋,대전엑스포 스카이점,12182,1.2182
2026-08-01,폴바셋,롯데백화점 노원점,6182,0.6182
2026-08-02,폴바셋,롯데백화점 노원점,8091,0.8091
2026-08-03,폴바셋,롯데백화점 노원점,6182,0.6182
2026-08-04,폴바셋,롯데백화점 노원점,4091,0.4091
2026-08-05,폴바셋,롯데백화점 노원점,2000,0.2
2026-08-06,폴바셋,롯데백화점 노원점,8182,0.8182
2026-08-07,폴바셋,롯데백화점 노원점,26637,2.6637
2026-08-08,폴바셋,롯데백화점 노원점,4091,0.4091
2026-08-09,폴바셋,롯데백화점 노원점,12273,1.2273
2026-08-10,폴바셋,롯데백화점 노원점,8091,0.8091
2026-08-11,폴바셋,롯데백화점 노원점,18455,1.8455
2026-08-12,폴바셋,롯데백화점 노원점,10182,1.0182
2026-08-13,폴바셋,롯데백화점 노원점,28637,2.8637
2026-08-14,폴바셋,롯데백화점 노원점,0,0
2026-08-15,폴바셋,롯데백화점 노원점,0,0
2026-08-16,폴바셋,롯데백화점 노원점,12273,1.2273
2026-08-17,폴바셋,롯데백화점 노원점,6091,0.6091
2026-08-18,폴바셋,롯데백화점 노원점,8091,0.8091
2026-08-19,폴바셋,롯데백화점 노원점,0,0
2026-08-20,폴바셋,롯데백화점 노원점,12182,1.2182
2026-08-21,폴바셋,롯데백화점 노원점,0,0
2026-08-22,폴바셋,롯데백화점 노원점,8182,0.8182
2026-08-23,폴바셋,롯데백화점 노원점,8182,0.8182
2026-08-24,폴바셋,롯데백화점 노원점,0,0
2026-08-25,폴바셋,롯데백화점 노원점,4091,0.4091
2026-08-26,폴바셋,롯데백화점 노원점,10273,1.0273
2026-08-27,폴바셋,롯데백화점 노원점,6182,0.6182
2026-08-28,폴바셋,롯데백화점 노원점,12273,1.2273
2026-08-29,폴바셋,롯데백화점 노원점,8273,0.8273
2026-08-30,폴바셋,롯데백화점 노원점,0,0
2026-08-31,폴바셋,롯데백화점 노원점,0,0
2026-08-01,폴바셋,스타필드 하남 2호점,12273,1.2273
2026-08-02,폴바셋,스타필드 하남 2호점,8182,0.8182
2026-08-03,폴바셋,스타필드 하남 2호점,4091,0.4091
2026-08-04,폴바셋,스타필드 하남 2호점,2091,0.2091
2026-08-05,폴바셋,스타필드 하남 2호점,8091,0.8091
2026-08-06,폴바셋,스타필드 하남 2호점,4091,0.4091
2026-08-07,폴바셋,스타필드 하남 2호점,12364,1.2364
2026-08-08,폴바셋,스타필드 하남 2호점,4182,0.4182
2026-08-09,폴바셋,스타필드 하남 2호점,16273,1.6273
2026-08-10,폴바셋,스타필드 하남 2호점,10182,1.0182
2026-08-11,폴바셋,스타필드 하남 2호점,0,0
2026-08-12,폴바셋,스타필드 하남 2호점,12273,1.2273
2026-08-13,폴바셋,스타필드 하남 2호점,2000,0.2
2026-08-14,폴바셋,스타필드 하남 2호점,0,0
2026-08-15,폴바셋,스타필드 하남 2호점,22455,2.2455
2026-08-16,폴바셋,스타필드 하남 2호점,26728,2.6728
2026-08-17,폴바셋,스타필드 하남 2호점,10273,1.0273
2026-08-18,폴바셋,스타필드 하남 2호점,8182,0.8182
2026-08-19,폴바셋,스타필드 하남 2호점,0,0
2026-08-20,폴바셋,스타필드 하남 2호점,2091,0.2091
2026-08-21,폴바셋,스타필드 하남 2호점,11046,1.1046
2026-08-22,폴바셋,스타필드 하남 2호점,16364,1.6364
2026-08-23,폴바셋,스타필드 하남 2호점,6182,0.6182
2026-08-24,폴바셋,스타필드 하남 2호점,0,0
2026-08-25,폴바셋,스타필드 하남 2호점,4091,0.4091
2026-08-26,폴바셋,스타필드 하남 2호점,0,0
2026-08-27,폴바셋,스타필드 하남 2호점,8182,0.8182
2026-08-28,폴바셋,스타필드 하남 2호점,14273,1.4273
2026-08-29,폴바셋,스타필드 하남 2호점,6182,0.6182
2026-08-30,폴바셋,스타필드 하남 2호점,8182,0.8182
2026-08-31,폴바셋,스타필드 하남 2호점,12364,1.2364
2026-08-01,폴바셋,갤러리아 타임월드점,8182,0.8182
2026-08-02,폴바셋,갤러리아 타임월드점,12182,1.2182
2026-08-03,폴바셋,갤러리아 타임월드점,0,0
2026-08-04,폴바셋,갤러리아 타임월드점,12182,1.2182
2026-08-05,폴바셋,갤러리아 타임월드점,0,0
2026-08-06,폴바셋,갤러리아 타임월드점,4091,0.4091
2026-08-07,폴바셋,갤러리아 타임월드점,12182,1.2182
2026-08-08,폴바셋,갤러리아 타임월드점,15046,1.5046
2026-08-09,폴바셋,갤러리아 타임월드점,14182,1.4182
2026-08-10,폴바셋,갤러리아 타임월드점,4091,0.4091
2026-08-11,폴바셋,갤러리아 타임월드점,16182,1.6182
2026-08-12,폴바셋,갤러리아 타임월드점,4091,0.4091
2026-08-13,폴바셋,갤러리아 타임월드점,10091,1.0091
2026-08-14,폴바셋,갤러리아 타임월드점,0,0
2026-08-15,폴바셋,갤러리아 타임월드점,6091,0.6091
2026-08-16,폴바셋,갤러리아 타임월드점,16182,1.6182
2026-08-17,폴바셋,갤러리아 타임월드점,2000,0.2
2026-08-18,폴바셋,갤러리아 타임월드점,0,0
2026-08-19,폴바셋,갤러리아 타임월드점,8091,0.8091
2026-08-20,폴바셋,갤러리아 타임월드점,11273,1.1273
2026-08-21,폴바셋,갤러리아 타임월드점,2000,0.2
2026-08-22,폴바셋,갤러리아 타임월드점,15273,1.5273
2026-08-23,폴바셋,갤러리아 타임월드점,14182,1.4182
2026-08-24,폴바셋,갤러리아 타임월드점,23455,2.3455
2026-08-25,폴바셋,갤러리아 타임월드점,2000,0.2
2026-08-26,폴바셋,갤러리아 타임월드점,8091,0.8091
2026-08-27,폴바셋,갤러리아 타임월드점,4000,0.4
2026-08-28,폴바셋,갤러리아 타임월드점,8182,0.8182
2026-08-29,폴바셋,갤러리아 타임월드점,12182,1.2182
2026-08-30,폴바셋,갤러리아 타임월드점,0,0
2026-08-31,폴바셋,갤러리아 타임월드점,10182,1.0182
2026-08-01,폴바셋,삼성전자 평택점,0,0
2026-08-02,폴바셋,삼성전자 평택점,0,0
2026-08-03,폴바셋,삼성전자 평택점,4091,0.4091
2026-08-04,폴바셋,삼성전자 평택점,20818,2.0818
2026-08-05,폴바셋,삼성전자 평택점,2000,0.2
2026-08-06,폴바셋,삼성전자 평택점,0,0
2026-08-07,폴바셋,삼성전자 평택점,26546,2.6546
2026-08-08,폴바셋,삼성전자 평택점,0,0
2026-08-09,폴바셋,삼성전자 평택점,0,0
2026-08-10,폴바셋,삼성전자 평택점,0,0
2026-08-11,폴바셋,삼성전자 평택점,8182,0.8182
2026-08-12,폴바셋,삼성전자 평택점,10273,1.0273
2026-08-13,폴바셋,삼성전자 평택점,0,0
2026-08-14,폴바셋,삼성전자 평택점,54273,5.4273
2026-08-15,폴바셋,삼성전자 평택점,0,0
2026-08-16,폴바셋,삼성전자 평택점,0,0
2026-08-17,폴바셋,삼성전자 평택점,0,0
2026-08-18,폴바셋,삼성전자 평택점,10273,1.0273
2026-08-19,폴바셋,삼성전자 평택점,2000,0.2
2026-08-20,폴바셋,삼성전자 평택점,12273,1.2273
2026-08-21,폴바셋,삼성전자 평택점,12273,1.2273
2026-08-22,폴바셋,삼성전자 평택점,0,0
2026-08-23,폴바셋,삼성전자 평택점,0,0
2026-08-24,폴바셋,삼성전자 평택점,2091,0.2091
2026-08-25,폴바셋,삼성전자 평택점,58091,5.8091
2026-08-26,폴바셋,삼성전자 평택점,12273,1.2273
2026-08-27,폴바셋,삼성전자 평택점,0,0
2026-08-28,폴바셋,삼성전자 평택점,45001,4.5001
2026-08-29,폴바셋,삼성전자 평택점,0,0
2026-08-30,폴바셋,삼성전자 평택점,0,0
2026-08-31,폴바셋,삼성전자 평택점,12273,1.2273
2026-08-01,폴바셋,롯데백화점 광주점,4955,0.4955
2026-08-02,폴바셋,롯데백화점 광주점,17582,1.7582
2026-08-03,폴바셋,롯데백화점 광주점,0,0
2026-08-04,폴바셋,롯데백화점 광주점,0,0
2026-08-05,폴바셋,롯데백화점 광주점,17273,1.7273
2026-08-06,폴바셋,롯데백화점 광주점,10182,1.0182
2026-08-07,폴바셋,롯데백화점 광주점,0,0
2026-08-08,폴바셋,롯데백화점 광주점,11273,1.1273
2026-08-09,폴바셋,롯데백화점 광주점,16182,1.6182
2026-08-10,폴바셋,롯데백화점 광주점,0,0
2026-08-11,폴바셋,롯데백화점 광주점,16182,1.6182
2026-08-12,폴바셋,롯데백화점 광주점,24273,2.4273
2026-08-13,폴바셋,롯데백화점 광주점,4000,0.4
2026-08-14,폴바셋,롯데백화점 광주점,6273,0.6273
2026-08-15,폴바셋,롯데백화점 광주점,7182,0.7182
2026-08-16,폴바셋,롯데백화점 광주점,0,0
2026-08-17,폴바셋,롯데백화점 광주점,16182,1.6182
2026-08-18,폴바셋,롯데백화점 광주점,0,0
2026-08-19,폴바셋,롯데백화점 광주점,0,0
2026-08-20,폴바셋,롯데백화점 광주점,7182,0.7182
2026-08-21,폴바셋,롯데백화점 광주점,4091,0.4091
